place_id,nome,endereco,latitude,longitude,telefone,horario,website,avaliacao,total_reviews,categoria,status_negocio,google_maps_url,fonte
d76ca95d47a4dc7c,Escola Municipal Tancredo de Almeida Neves,"Av. Frei Orestes Girardi, 3 - Abernéssia, Campos do Jordão - SP, 12460-000, Brasil",-22.744224,-45.603888,+55 12 3662-5946,Mostrar horário de funcionamento da semana,,,,Escola de ensino médio,Aberto · Fecha 17:30,https://www.google.com/maps/place/Escola+Municipal+Tancredo+de+Almeida+Neves/data=!4m7!3m6!1s0x94cc89cf78a5be87:0x3067e27441fcd7bf!8m2!3d-22.744224!4d-45.603888!16s%2Fg%2F1tfty1s8!19sChIJh76leM-JzJQRv9f8QXTiZzA?authuser=0&hl=pt-BR&rclk=1,scraper_gmaps|escolas municipais Campos do Jordão - SP
d7dd66f373c594a2,Escola Municipal de Ensino Fundamental Laurinda da Matta,"R. R. Genko Sakane, 50 - Vila Albertina, Campos do Jordão - SP, 12460-000, Brasil",-22.7576052,-45.6177331,+55 12 3662-1701,Mostrar horário de funcionamento da semana,camposdojordao.sp.gov.br,,,Escola de ensino fundamental,Aberto · Fecha 18:00,https://www.google.com/maps/place/Escola+Municipal+de+Ensino+Fundamental+Laurinda+da+Matta/data=!4m7!3m6!1s0x94cc626add500029:0x92653a4b5015de0e!8m2!3d-22.7576052!4d-45.6177331!16s%2Fg%2F1tpllvlw!19sChIJKQBQ3WpizJQRDt4VUEs6ZZI?authuser=0&hl=pt-BR&rclk=1,scraper_gmaps|escolas municipais Campos do Jordão - SP
681592169f9878bd,Escola Municipal Cecilia de Almeida Leite Murayama Profa,"R. Dudu Delamare, 240 - Parque Romeu Montoro, Campos do Jordão - SP, 12460-000, Brasil",-22.7206661,-45.5596323,,Mostrar horário de funcionamento da semana,,,,Escola de educação geral,Aberto · Fecha 17:30,https://www.google.com/maps/place/Escola+Municipal+Cecilia+de+Almeida+Leite+Murayama+Profa/data=!4m7!3m6!1s0x94cc88fe0750c22f:0xc348fce6b01d6c72!8m2!3d-22.7206661!4d-45.5596323!16s%2Fg%2F1tfsjj9v!19sChIJL8JQB_6IzJQRcmwdsOb8SMM?authuser=0&hl=pt-BR&rclk=1,scraper_gmaps|escolas municipais Campos do Jordão - SP
53f05870770bf46d,José Vita Monsenhor Escola Municipal de Ensino Fundamental e Eja,"R. Jacareí, 110 - Abernéssia, Campos do Jordão - SP, 12460-000, Brasil",-22.7443813,-45.5961142,+55 12 3662-1440,Mostrar horário de funcionamento da semana,,,,Escola de ensino fundamental,Aberto · Fecha 00:35,https://www.google.com/maps/place/Jos%C3%A9+Vita+Monsenhor+Escola+Municipal+de+Ensino+Fundamental+e+Eja/data=!4m7!3m6!1s0x94cc884ef820da99:0x1f2fbc5e8b920f67!8m2!3d-22.7443813!4d-45.5961142!16s%2Fg%2F1tf9zjnx!19sChIJmdog-E6IzJQRZw-Si168Lx8?authuser=0&hl=pt-BR&rclk=1,scraper_gmaps|escolas municipais Campos do Jordão - SP
62512303ec341870,Escola Municipal de Ensino Fundamental Domingos Jaguaribe Dr,"Av. Eduardo Moreira da Cruz, 172 - Jardim Jaguaribe, Campos do Jordão - SP, 12460-000, Brasil",-22.7274989,-45.584226,+55 12 3662-1314,,,,,Escola de ensino fundamental,,https://www.google.com/maps/place/Escola+Municipal+de+Ensino+Fundamental+Domingos+Jaguaribe+Dr/data=!4m7!3m6!1s0x94cc88325bde3075:0x84cfa0af4cbf72e5!8m2!3d-22.7274989!4d-45.584226!16s%2Fg%2F1th24y2h!19sChIJdTDeWzKIzJQR5XK_TK-gz4Q?authuser=0&hl=pt-BR&rclk=1,scraper_gmaps|escolas municipais Campos do Jordão - SP
a358a3c61e078c84,EM Mary Aparecida Ribeiro Arruda Camargo,"Vila Albertina, Campos do Jordão - SP, 12460-000, Brasil",-22.7629308,-45.6146299,,Mostrar horário de funcionamento da semana,camposdojordao.sp.gov.br,,,Escola de ensino fundamental,Aberto · Fecha 17:30,https://www.google.com/maps/place/EM+Mary+Aparecida+Ribeiro+Arruda+Camargo/data=!4m7!3m6!1s0x94cc621153efbf6f:0x104c702d86d98e14!8m2!3d-22.7629308!4d-45.6146299!16s%2Fg%2F11bwfj9m9s!19sChIJb7_vUxFizJQRFI7Zhi1wTBA?authuser=0&hl=pt-BR&rclk=1,scraper_gmaps|escolas municipais Campos do Jordão - SP
de864ee4c480b077,Escola Municipal Orestes Girardi Frei,"R. Dr. Pereira Barreto, 233 - Abernéssia, Campos do Jordão - SP, 12460-000, Brasil",-22.7407337,-45.5903795,+55 12 3664-3900,,,,,Escola de educação geral,,https://www.google.com/maps/place/Escola+Municipal+Orestes+Girardi+Frei/data=!4m7!3m6!1s0x94cc89cfe3116e41:0xaa9c2debf970a6f2!8m2!3d-22.7407337!4d-45.5903795!16s%2Fg%2F1tr9pjpn!19sChIJQW4R48-JzJQR8qZw-estnKo?authuser=0&hl=pt-BR&rclk=1,scraper_gmaps|escolas municipais Campos do Jordão - SP
b2f956794ea3e780,Escola Municipal Professora Lucilla Florence Cerquera,"Av. Matheus da Costa Pinto, 1360 - Santa Cruz, Campos do Jordão - SP, 12460-000, Brasil",-22.7462968,-45.6184882,+55 12 3662-1484,,dataescolabrasil.inep.gov.br,,,Escola de educação geral,,https://www.google.com/maps/place/Escola+Municipal+Professora+Lucilla+Florence+Cerquera/data=!4m7!3m6!1s0x94cc62676acdbea9:0xe9128ed6a881da66!8m2!3d-22.7462968!4d-45.6184882!16s%2Fg%2F11csb1dcxd!19sChIJqb7NamdizJQRZtqBqNaOEuk?authuser=0&hl=pt-BR&rclk=1,scraper_gmaps|escolas municipais Campos do Jordão - SP
b944f540c4adb7cb,Escola Municipal Professora Elizabeth Janacsek De Andrade,"R. João Andreoli, 562 - J Nova Suíça, Campos do Jordão - SP, 12460-000, Brasil",-22.7480523,-45.6175599,+55 12 3664-6350,,,,,Escola de ensino fundamental,,https://www.google.com/maps/place/Escola+Municipal+Professora+Elizabeth+Janacsek+De+Andrade/data=!4m7!3m6!1s0x94cc6267b407765f:0xda13b4e2d565af11!8m2!3d-22.7480523!4d-45.6175599!16s%2Fg%2F11j1sk2dh9!19sChIJX3YHtGdizJQREa9l1eK0E9o?authuser=0&hl=pt-BR&rclk=1,scraper_gmaps|escolas municipais Campos do Jordão - SP
5fb652b1718dc405,E.M.E.F. DR ANTONIO NICOLA PADULA,"Jardim Elizabete, Campos do Jordão - SP, 12460-000, Brasil",-22.7195585,-45.5655495,+55 12 3663-4028,Mostrar horário de funcionamento da semana,,,,Escola de ensino fundamental,Aberto · Fecha 18:00,https://www.google.com/maps/place/E.M.E.F.+DR+ANTONIO+NICOLA+PADULA/data=!4m7!3m6!1s0x94cc8854566f66ad:0x9efbf3787dd9d9c!8m2!3d-22.7195585!4d-45.5655495!16s%2Fg%2F11hdc3tsz8!19sChIJrWZvVlSIzJQRnJ3dhze_7wk?authuser=0&hl=pt-BR&rclk=1,scraper_gmaps|escolas municipais Campos do Jordão - SP
